"Hylak_id","Catch_area"
238,209.185665098601
239,328.484214005478
240,778.149871113865
241,400.781469284519
242,1142.26587415959
243,241.702130749503
244,999.012356629443
245,3011.6519951026
246,247.381811749603
247,208.874264489972
248,342.291068687254
249,262.95341734509
250,274.97672762925
251,381.785014002077
252,524.827547166483
253,503.460304601048
254,618.214678848155
255,314.466931975426
256,524.152215754109
257,885.416544214932
258,2625.51075804084
259,352.116195199359
260,444.618229824932
261,1046.71473306305
262,3529.58341372154
263,259.131960067929
264,199.076172002688
265,808.794735351066
266,511.557353743239
267,326.381379875843
268,259.44097472831
269,657.939311476017
270,1585.36539270045
271,466.439205620838
272,202.129040214382
273,886.775680244696
274,527.656406676184
275,3484.90591552497
276,280.037796511358
277,2060.59637848579
278,3051.12466484642
279,1355.17529543494
280,435.326489343082
281,846.702258424904
282,367.317414722702
283,386.511055823136
284,356.362454735644
285,594.890423198517
286,4036.04653723772
287,1837.036559509
288,249.467130232362
289,361.482058330525
290,1520.73535375292
291,1408.84250727474
292,591.269192628112
293,877.286730867335
294,801.758272935187
295,677.954040778952
296,506.093264093037
297,809.43734161404
298,592.147093827385
299,389.465899874482
300,236.524620718662
301,1266.84356727314
302,983.745990715285
303,1048.71294523851
304,237.943065299867
305,307.358683577428
306,652.1857337169
307,1250.39146729311
308,405.069473613906
309,757.089026401032
310,419.456301553142
311,343.122757589796
312,437.570736079225
313,292.889408242072
314,439.515818310375
315,768.973512820709
316,253.38867704504
317,218.607312812703
318,319.05317701514
319,991.462432231972
320,405.122424080807
321,1048.61743882148
322,256.569158002064
323,553.547358412768
324,345.984556184275
325,357.690880583363
326,394.285250225725
327,901.228236194515
328,284.093906454434
329,502.739450655258
330,1194.02005389975
331,618.482527532911
332,1120.77176142218
333,460.839191174623
334,590.511508388109
335,1139.0484456585
336,617.52625895765
337,311.769497768477
338,365.035429221627
339,607.125121314802
340,1270.14426513069
341,484.043323934295
342,642.764075532061
343,357.455130334529
344,691.11659602633
345,535.303951681333
346,946.94369277055
347,365.065748903424
348,410.779177477176
349,248.132914399938
350,297.329534229936
351,232.346037504344
352,2985.27246744545
353,325.639853918436
354,271.148793206809
355,539.310271632216
356,303.035438299357
357,348.148922667892
358,597.776029749939
359,2456.82954110951
360,526.120688126284
361,522.45807819009
362,1230.60127855583
363,4197.30987010022
364,314.160766130633
365,5086.64936092371
366,698.727021727094
367,261.853481469577
368,556.069538184628
369,805.374903760972
370,1625.07668356233
371,361.271521771893
372,1194.55119512407
373,261.495461888496
374,254.407927081882
375,269.365691729712
376,678.177708565421
377,3302.78510014404
378,603.527543283891
379,201.0189852191
380,147.036155242552
381,193.100805661369
382,226.733774278813
383,1250.34311770847
384,429.359693655946
385,334.036794656539
386,3394.14280136051
387,3975.98709624603
388,255.572885007294
389,1743.25626995977
390,763.088320314835
391,310.875913768054
392,319.343924554996
393,445.773431948851
394,11653.7773850687
395,851.446518506581
396,851.848309453241
397,7840.90436943925
398,280.267561324887
399,618.30368449409
400,421.262006502638
401,2403.46490653793
402,1256.44127889231
403,224.626721389894
404,281.28479066249
405,458.462250671389
406,3421.13054306924
407,1688.97046769832
408,285.018187803767
409,1105.00863684848
410,1060.8912768565
411,345.911114933326
412,862.675175640776
413,719.004410113733
414,1968.92577848601
415,295.403139497274
416,270.560280750919
417,472.844937503371
418,394.568128339555
419,3399.46733195426
420,576.086714725809
421,870.967307152458
422,290.132933561105
423,939.247302736044
424,218.455913480963
425,926.379324293013
426,600.907440174493
427,416.267493250651
428,1011.3897372476
429,515.617633604206
430,342.539144724312
431,334.783379469617
432,392.868371115604
433,291.270487929307
434,511.679718537046
435,385.669745653674
436,291.734925290461
437,786.623689439575
438,369.562702124471
439,3568.18897785643
440,310.020826321366
441,281.553334727665
442,1688.04489492351
443,343.329829155688
444,583.287931039462
445,527.890932381728
446,224.79795352391
447,505.3644063794
448,430.593488094707
449,332.997006624148
450,523.645482073572
451,886.397687112522
452,1826.19825719801
453,1096.75925032638
454,516.159056936206
455,625.010082002485
456,915.75916066121
457,750.766079796115
458,254.802182158104
459,411.302424044764
460,562.986621515136
461,282.785162290478
462,3167.28452584972
463,262.626955002347
464,448.037523282049
465,541.59512654738
466,393.68083479859
467,1451.15229122593
468,608.902452235949
469,3569.77762440569
470,305.75292345758
471,1853.74898799664
472,554.345160764417
473,1013.60258301796
474,327.938886795918
475,828.108056608276
476,431.283379830393
477,1247.79651946951
478,555.232529722345
479,1395.32658823274
480,277.547256179456
481,1700.03286126569
482,1172.14463946941
483,350.084175414901
484,309.393859672208
485,803.023318784059
486,1101.48563078734
487,380.34119547214
488,503.292812721838
489,2594.3030208036
490,227.528183383789
491,450.303937185756
492,490.350360125588
493,2045.64539916358
494,1081.63660249708
495,298.927942695167
496,635.575496163596
497,654.654454559394
498,5660.83938327795
499,1298.03108178918
500,3444.72159925002
501,709.829492079615
502,677.889120022303
503,723.117831426409
504,337.95336308233
505,431.297792072124
506,739.790598907475
507,266.319278638204
508,330.233116270347
509,618.423917239858
510,549.838902891656
511,776.296825820147
512,360.775153412025
513,624.087046958047
514,650.215758857385
515,360.189156682414
516,429.987514980562
517,3195.90190443871
518,799.461787406886
519,424.375720380799
520,2433.4023620126
521,453.178227181397
522,772.675085148741
523,780.519459656811
524,705.138385494012
525,440.934978126115
526,345.701313790812
527,469.450883712826
528,3659.94985615411
529,532.309280087289
530,1641.16500050587
531,1851.71077421385
532,847.041731371988
533,299.979484469284
534,1466.73390315836
535,770.444247129078
536,2192.00533873237
537,3590.03616206983
538,471.786312054985
539,393.739783214515
540,597.639419712831
541,888.24698684615
542,648.842722827262
543,374.090323784264
544,351.879109570525
545,651.977305025221
546,702.773380840753
547,1246.80350615303
548,890.166539693779
549,248.44961313272
550,507.449620133229
551,1622.30235523128
552,523.333827440839
553,876.875307892118
554,1860.13450259739
555,378.932205331673
556,1004.73911701322
557,2175.76474765326
558,722.458058215338
559,334.898747480891
560,238.418400924988
561,533.027568179599
562,1117.27380015974
563,498.613195933266
564,898.426108781075
565,1051.5165290689
566,289.047911989879
567,595.175939135554
568,1220.92452106128
569,459.840259722224
570,522.586459308311
571,334.619542649269
572,60.6949401513218
573,489.145995805933
574,350.736500912799
575,422.223467013061
576,3519.24568394802
577,474.593312186879
578,4043.15577636277
579,1788.92400683249
580,306.643644189554
581,1712.91856242031
582,543.5366602835
583,349.54721997436
584,1574.54359878959
585,1566.6228051976
586,592.416607858115
587,1120.40288875225
588,564.992496802579
589,1485.49781390108
590,417.675583118798
591,5625.70708489225
592,2781.84201553597
593,328.870901965541
594,639.462146465572
595,329.713105617988
596,2125.25838013032
597,1721.17068587925
598,546.920577176034
599,1332.38744951291
600,586.930254388875
601,810.540232417443
602,629.462874899389
603,1814.94767518404
604,2206.77003643189
605,1834.04947236707
606,1502.01730153503
607,1261.41473680855
608,329.939348041204
609,324.69483265283
610,441.468410783538
611,615.302031475833
612,796.094318632252
613,688.469740687011
614,7860.195387215
615,690.396056641196
616,557.684048692808
617,1143.4545497133
618,844.024178083107
619,3303.30704231511
620,829.886771189138
621,700.971760687274
622,377.220622503086
623,3111.32946793505
624,1845.19029377416
625,580.405501774002
626,560.211999609856
627,793.02363429618
628,13300.5098401632
629,1168.74596548892
630,373.448871950607
631,1165.98315892742
632,516.958821915011
633,546.402090562037
634,879.054062017981
635,1737.55158258226
636,1665.35611295766
637,358.804711446721
638,1137.82472869062
639,615.026099900115
640,467.68434199461
641,6954.48420590841
642,286.751462807527
643,55281.8841186628
644,1411.35964947291
645,1056.54738785281
646,701.333500705283
647,530.745747389799
648,5111.45024052677
649,1374.92799939375
650,599.084204755775
651,2012.28622856698
652,1483.59630122525
653,5681.35961632424
654,580.567539017213
655,1095.76401669417
656,890.364373779831
657,2543.47807890957
658,2334.87724569687
659,337.436200986779
660,565.306517308978
661,1366.37973517444
662,323.242280215929
663,452.865464727139
664,831.88388798559
665,493.226037789009
666,784.42566217665
667,4624.86603924488
668,1964.99302491422
669,789.211794045491
670,701.727666869189
671,299.115740537358
672,1411.7573892074
673,1013.19881735244
674,627.766558055663
675,280.81388397552
676,2938.35256250071
677,575.069651421843
678,494.826220733584
679,530.839517999125
680,1165.97537846432
681,815.486450503253
682,741.795176937646
683,6107.28746666582
684,860.394221827736
685,984.979427217226
686,934.351161470432
687,838.500522962461
688,1801.84638724464
689,575.63521882132
690,1341.21629472163
691,821.776581066473
692,833.612705544828
693,250.351156661387
694,733.995705314111
695,4425.69000832132
696,15568.1757891118
697,3392.05597537925
698,9401.45406315479
699,1112.00788459976
700,2967.60559613064
701,237.422278707194
702,2414.32517306499
703,851.097182405211
704,2398.71337581081
705,1270.56934464759
706,1568.78247661325
707,6384.73750521922
708,1581.64413882323
709,1240.56263681528
710,3342.31936798721
711,1160.12528463343
712,1705.18353287423
713,703.644599626955
714,956.865192277004
715,18817.5415179628
716,561.41045157212
717,484.179766243361
718,339.71077398341
719,3791.17771323819
720,571.220220950634
721,60455.1983815971
722,548.090450618545
723,1183.31322540636
724,22022.7895548292
725,712.629674614202
726,429.473380938213
727,2288.64655129209
728,1010.48509130106
729,1475.45096635661
730,1551.55589262468
731,610.981864258535
732,1352.96862093526
733,2159.94189257162
734,729.642068820765
735,611.476783345892
736,1312.31061984812
737,3780.92857025726
738,1011.6342182067
739,622.666586745907
740,784.859885083945
741,2615.50601708081
742,931.386739957655
743,2951.62310697985
744,18621.4033097868
745,4442.06315663698
746,907.383407662604
747,1095.91659765073
748,1262.14875302844
749,3061.52662415346
750,241.854981900496
751,1126.97163125944
752,2904.36627445399
753,2459.92569836736
754,5490.56396678989
755,5725.15518719244
756,441.151785539282
757,553.164330893611
758,1249.4142323434
759,2842.91516230873
760,2395.75383654788
761,588.413978151396
762,3637.05369599344
763,336.272701016815
764,13637.0175451147
765,1623.69240315828
766,596.593804333842
767,576.062675875094
768,587.145972129881
769,3425.60215111434
770,2727.65834540915
771,1138.51960899557
772,1960.02320948277
773,1464.90823518109
774,654.917028981549
775,3676.62807777143
776,2397.38125098608
777,5114.8773167424
778,1122.95168198983
779,645.79344998251
780,1965.93836203498
781,19115.6395065269
782,730.619405756087
783,7868.72077065956
784,25465.9782287138
785,501.550958335114
786,1910.799315472
787,1039.67267871337
788,4257.71186691146
789,4059.81108942843
790,851.967361945797
791,5880.08973674575
792,1218.66397498411
793,5040.07619889873
794,656.841017642488
795,2539.66107508197
796,6222.02030110901
797,4425.60192985811
798,1755.52701972343
799,16064.6217771435
800,12637.5289837278
801,16461.4519359708
802,10203.498458725
803,13827.4261039976
804,6551.44887571793
805,13136.5737795553
806,648.72199337051
807,2966.82265309783
808,5241.16427165588
809,119759.800859137
810,4312.43556816155
811,2975.25721074952
812,429.305729283939
813,886.520301287405
814,7784.46061501505
815,22055.9853819357
816,4605.9574801169
817,2867.73195431803
818,5537.00894775953
819,2737.25273780123
820,4119.37100922411
821,3624.34342689305
822,2701.75709086561
823,2634.58215483822
824,3234.56188560081
825,49499.9105226076
826,921.653474263586
827,418.528698917641
828,643.05941191481
829,16061.0530972754
830,348.487714969556
831,7178.45612136948
832,1793.30373256109
833,3682.46618313516
834,6268.25029870434
835,4729.30042054925
836,2460.57733855236
837,6265.99639576787
838,9140.08234722818
839,7807.10256519351
840,2419.64114665441
841,493.743466172838
842,4281.03725027395
843,2056.91041751693
844,8268.04974908888
845,11136.0172168678
846,459.441829656951
847,1312.20104611043
848,83551.0511467772
849,726.959209980003
850,1849.83661066215
851,428.10677046005
852,401.8668946227
853,2868.71665808849
854,562.864658965418
855,46657.377890119
856,13034.2661486727
857,361.102056630992
858,905.006647454089
859,867.081889584096
860,2750.40574759744
861,34358.6875962463
862,3975.93300992048
863,13572.9794985638
864,8702.32103817344
865,917.995584745623
866,6011.71901851077
867,7254.37074192833
868,1564.21825176533
869,682.158303147797
870,546.561196740338
871,165.077349001155
872,871.016520854161
873,1970.40975569037
874,1356.4881619881
875,1989.60015548084
876,679.102691819509
877,183.808407673764
878,279.310534083925
879,705.39367980091
880,1914.92087836202
881,216.578445091942
882,4031.02398439104
883,323.474870176321
884,499.615796864047
885,1311.24933668219
886,19536.2945355107
887,276.599575190504
888,24741.6383731835
889,1393.33237698974
890,1193.71534774886
891,7583.8046822884
892,2771.36993229558
893,293.565697004109
894,1101.78112490972
895,40673.1568841261
896,3782.22384554714
897,3926.04975434132
898,6386.52703375629
899,1699.24497114372
900,3486.45528796887
901,2012.54032769819
902,1703.67059368555
903,20874.1324094337
904,2432.38901341193
905,2007.54168660023
906,5425.23833419457
907,9036.51463697619
908,2412.6154209148
909,1331.10248742563
910,1259.44170343489
911,8146.12706836162
912,2222.26193397539
913,4427.02087279249
914,56078.597879121
915,57107.4345562183
916,506.499054765244
917,23336.6102212777
918,664.932961498124
919,535.045191861201
920,587.441479316736
921,6790.07492648929
922,15602.5484362114
923,259.390661910866
924,336.689792958342
925,9260.54025862678
926,43939.6910772597
927,761.058340705604
928,22830.9783056127
929,18417.7531798809
930,26855.5949180319
931,59761.4390428694
932,9890.51238087337
933,26430.1490443365
934,14737.3690470466
935,1314.05054557078
936,3945.43760817383
937,6011.319435158
938,3017.86103417549
939,7516.26586931366
940,24592.6893067547
941,39145.499106296
942,8452.71363423028
943,16994.3325861625
944,26960.5756492713
945,4378.66464959951
946,11664.3210698285
947,1916.30556703498
948,2527.18233021201
949,11653.5803712538
950,18831.0498550721
951,580.57713282516
952,9158.75077568881
953,8413.95370392311
954,1529.38246825555
955,4154.71646755403
956,5008.52133088717
957,11219.2311272829
958,4847.49582725996
959,6927.6293579632
960,2104.30283614807
961,7139.15627601071
962,811.905909980104
963,818.583142839021
964,172058.943188191
965,7135.3376098593
966,26182.7647669315
967,18861.5875768018
968,1780.30787381081
969,678.352429853225
970,672.151501044937
971,9999.95315323235
972,286.814636436907
973,1248.03285436925
974,1546.62870636433
975,1703.99985146976
976,519.267783101266
977,29411.3328469709
978,31479.8598824232
979,354.55415366039
980,1083.86540325474
981,18320.4235507093
982,2433.85381688219
983,693.633526207736
984,762.293482355312
985,871.765075983149
986,17588.3586356366
987,1916.85319245846
988,1241.71916418785
989,951.87256401054
990,2760.07981160999
991,1626.22441183347
992,1550.72468411361
993,4499.99276738539
994,463.967289241554
995,28718.9050296748
996,2559.27225418405
997,1277.12742764071
998,955.089950874035
999,1536.20986485085
1000,1894.26581334524
1001,2989.05190578464
1002,1153.56958980574
1003,4716.36524391561
1004,1021.76894219042
1005,728.901034033485
1006,2836.70394625953
1007,508.649155802098
1008,1110.87300930287
1009,282.261946691024
1010,1137.38457423267
1011,836.030389448908
1012,772.029556463613
1013,1025.55190743426
1014,611.432497030754
1015,220.510891485164
1016,378.433860061481
1017,202.931188799081
1018,248.741147440085
1019,551.99007379271
1020,305.335239457091
1021,350.35403561189
1022,4640.00807325145
1023,375.08101283614
1024,205.948536374997
1025,6650.7906428565
1026,177.304645884286
1027,344.577413584831
1028,815.239427452151
1029,508.750069563491
1030,781.199085157548
1031,1192.05600856311
1032,2571.01403677754
1033,2329.36855661072
1034,373.450890566518
1035,410.439188314716
1036,7399.84341745072
1037,543.330021721595
1038,714.321111868016
1039,197.751208213271
1040,6248.27465613869
1041,807.855310084042
1042,216.631353126577
1043,1229.86296937002
1044,2556.94029682607
1045,826.936863274574
1046,1339.51288485936
1047,630.177628538376
1048,353.743209127219
1049,2170.75672645542
1050,8737.6270634733
1051,1410.94574888059
1052,1126.04811834977
1053,291.659530851919
1054,528.710352390157
1055,1476.21943323561
1056,462.62838961351
1057,1394.30895253363
1058,6061.35491935155
1059,401.233399440607
1060,1779.36595960578
1061,789.650625511068
1062,1265.8373045919
1063,4296.22133772862
1064,3142.70843795621
1065,1849.71643718564
1066,567.515244531909
1067,1000.68211593206
1068,641.26202108125
1069,363.410315118056
1070,1215.40469471645
1071,2311.20990543982
1072,640.296117744545
1073,373.246170181927
1074,940.005241840811
1075,390.117243308151
1076,284.704302390839
1077,1033.45758300397
1078,4580.28630753415
1079,575.780345347467
1080,2086.11923535437
1081,599.363675179798
1082,614.094201343915
1083,10986.4049212587
1084,1262.91814766421
1085,1296.79717806285
1086,958.094234495598
1087,1280.0465492605
1088,2244.29968367234
1089,2711.62779406249
1090,631.124366461799
1091,1218.70099469613
1092,511.906507025184
1093,384.749229653911
1094,897.231209058278
1095,445.395006168996
1096,807.374396305927
1097,619.697166619424
1098,550.733727365875
1099,500.528967955065
1100,755.702544919375
1101,834.077512390796
1102,742.467477756184
1103,1451.68886313705
1104,2508.04055870841
1105,1023.86179264615
1106,1147.85748315585
1107,448.786288679037
1108,664.203513276917
1109,787.034732469181
1110,1035.32528351371
1111,1139.44630388747
1112,811.391216105236
1113,2726.89542669822
1114,857.516992187067
1115,856.059140761488
1116,593.458070510541
1117,1910.33368925871
1118,347.861898556536
1119,634.191030294711
1120,3192.73997088394
1121,874.227459174038
1122,496.188594387214
1123,43148.2563312008
1124,486.639698192332
1125,685.515493779864
1126,765.341985955814
1127,876.097710243292
1128,594.101942103705
1129,1405.25832616642
1130,697.16367464439
1131,152.452364002692
1132,942.582358987905
1133,1159.20888630073
1134,3631.19876210963
1135,1072.12164702749
1136,6031.27273406906
1137,606.305384472609
1138,539.854625095206
1139,593.824055889709
1140,837.892144798768
1141,313.373653446038
1142,184.206213243118
1143,1368.65713693076
1144,471.184158009395
1145,459.099689901827
1146,587.022789759013
1147,1367.17279350936
1148,672.722142692976
1149,3957.15092032479
1150,1138.40378363348
1151,3433.21546614051
1152,3848.44315806348
1153,1790.25705030895
1154,690.31853864241
1155,794.96306268932
1156,3572.98077001079
1157,9612.43907610704
1158,2431.91822250761
1159,503.272313190359
1160,1860.34954313645
1161,4500.32963918136
1162,474.150759269457
1163,34245.1325197107
1164,2050.78196953765
1165,454.204158914873
1166,361.365176608315
1167,10411.6368669207
1168,806.37003354777
1169,12047.1549366271
1170,764.390339390092
1171,25714.1378386709
1172,1258.69412447591
1173,11361.5053825131
1174,3278.96087846763
1175,76717.4880258737
1176,1224.22752859029
1177,843.797486889727
1178,6918.88651908008
1179,405.223209720685
1180,4673.20336767589
1181,1785.03538969347
1182,622.733774331984
1183,3465.01579424161
1184,1759.55483791631
1185,3680.98153556144
1186,355.706971785682
1187,250.570984570819
1188,1043.58516964099
1189,1986.11996945304
1190,569.323348167561
1191,1817.14936906192
1192,7266.42232019788
1193,1983.54671077815
1194,438.28570361862
1195,5911.50767405671
1196,2184.25692946719
1197,1244.73457053226
1198,150642.113084991
1199,4336.93354834582
1200,931.408518474117
1201,1039.74535393121
1202,782.149787574075
1203,9558.81947840851
1204,1047.46001190108
1205,17075.8626396398
1206,225.471076093236
1207,4936.05279182418
1208,22905.7347744961
1209,522.485100688465
1210,5771.71544429464
1211,994.622011296686
1212,2015.33438619774
1213,93222.1458042233
1214,4046.81405528319
1215,22501.0027947716
1216,5620.60362362163
1217,1472.92828973823
1218,3283.74411286027
1219,3294.13985648449
1220,6676.36977984276
1221,6341.48985723635
1222,405.04041345097
1223,52140.3511584713
1224,7564.04902525971
1225,1635.30434154583
1226,683.24411835789
1227,3244.6977843815
1228,527.400573971462
1229,1111.17195184674
1230,57183.8861328311
1231,1783.22949751891
1232,1160.40993242691
1233,13841.596782143
1234,453.635820368333
1235,8142.69755365117
1236,2234.66731655994
1237,1188.82134644386
1238,9029.3203623651
1239,5493.48743101348
1240,14222.9985898909
1241,3743.61467285272
1242,1072.43952099252
1243,10647.9416780442
1244,35572.3530418565
1245,6610.55115740937
1246,8696.84454082409
1247,3028.2496691765
1248,1843.98332818736
1249,1643.27163645239
1250,26158.0044605503
1251,2818.20977904039
1252,243.454760116425
1253,1240.2958858464
1254,6650.62791412343
1255,2827.69893835408
1256,634.038633637658
1257,927.246065469948
1258,381.24361824369
1259,2909.77055903768
1260,626.014401188996
1261,7607.35358272835
1262,388.845929404415
1263,10975.4850885237
1264,1498.38654326597
1265,1008.27756482735
1266,950.131537826694
1267,182.448250536059
1268,755.773368168294
1269,1390.05612427587
1270,3914.26651826612
1271,5800.79590730894
1272,1457.97381597475
1273,16087.2818767494
1274,3468.98084034794
1275,5272.39751582224
1276,12926.2985838401
1277,1766.53690622617
1278,28067.514148155
1279,3182.0081501887
1280,888.542244123505
1281,2546.00724113192
1282,1839.268127088
1283,4751.52217937977
1284,1713.94366775718
1285,13482.9101341499
1286,891.084594427442
1287,526.231308036202
1288,11903.5914521561
1289,25016.0484623981
1290,25230.336142193
1291,2771.6602145962
1292,847.600887580128
1293,206595.096902717
1294,212.344981004207
1295,1283.76576119918
1296,776.704321849912
1297,19477.5762882648
1298,1352.30056939308
1299,5992.40525896385
1300,3039.77745273978
1301,293.272032438895
1302,271.469404613238
1303,3769.40184344349
1304,34412.8976940659
1305,1076.50694491391
1306,50320.7112795112
1307,24794.2918087595
1308,230773.600464661
1309,4331.67506894045
1310,1303.49126447452
1311,382.955857134276
1312,1128.89363298142
1313,13934.1414673238
1314,9944.46006053713
1315,964.7905792459
1316,1337.87272931527
1317,10916.8206684325
1318,6940.8353622776
1319,1248.09024101395
1320,40798.6102674342
1321,9354.41140932522
1322,3127.35918867036
1323,1747.10519460929
1324,10661.7431774276
1325,64829.3076085811
1326,25070.9249762433
1327,3237.60384873398
1328,371.825457167027
1329,26812.7093321306
1330,4378.71657430156
1331,17753.9417242088
1332,52540.6529062033
1333,1545.01410692784
1334,3936.24887773018
1335,1746.28556634968
1336,4661.99629011984
1337,15806.9080123493
1338,4515.08035494248
1339,23551.4601478404
1340,3227.4815811406
1341,1613.77439350666
1342,2301.13277260221
1343,4725.80269838046
1344,16968.7967192691
1345,1042.59989106767
1346,561.374954513161
1347,23922.9643639143
1348,10586.393785648
1349,8469.43477066369
1350,812.767231696086
1351,251.583658982982
1352,11588.2589842139
1353,21735.64042671
1354,2893.29454840412
1355,39272.321326214
1356,4554.55982098558
1357,1883.69218846759
1358,105303.865762768
1359,4282.23143752819
1360,3646.23235150521
1361,1543.19024388017
1362,11622.0018943878
1363,37301.1882914134
1364,1296.11546902009
1365,4624.37138340965
1366,1573.80502777066
1367,3912.89209351254
1368,1370.29650949185
1369,1960.55197032371
1370,1760.70247514516
1371,2818.50938493961
1372,5126.06417836903
1373,7272.74044328804
1374,2402.5289007491
1375,4666.56982098773
1376,15599.7421012331
1377,8715.72611169568
1378,2628.18370004285
1379,1189.1534549951
1380,1552.60342064049
1381,3034.2900391725
1382,2539.96302624243
1383,9107.53187224119
1384,225433.874360343
1385,8544.47963277976
1386,3667.6689788259
1387,1981.17983735663
1388,692.512451128211
1389,1200.39543443552
1390,3249.31919754949
1391,1203.38803440245
1392,104517.919365618
1393,64278.1399856718
1394,87233.4742453652
1395,1782.73628772534
1396,6984.84004230724
1397,1074.8987107466
1398,162300.55461509
1399,6406.67095209279
1400,4525.35042500313
1401,3156.69038361983
1402,1714.00648806788
1403,5985.76497009027
1404,2897.5242483529
1405,3623.66354395039
1406,743.097018707673
1407,566.800400856321
1408,23016.8521420966
1409,706.790102214229
1410,8345.51509512732
1411,2890.83889795011
1412,1318.89890979659
1413,2266.02299899536
1414,2238.64082962278
1415,3781.14536434434
1416,3136.54422188095
1417,42056.4496886978
1418,2331.66253895563
1419,2578.58921565699
